(Deal ID),(Products),(Industry),(Category),(Super Region),(Start Date),(Term in Days),(Amount $)
0063a00000hCFstAAG,MIDDLEWARE,Insurance,C,APAC,9/29/2020,365.0,16299.5
0063a00000hCFstAAG,MIDDLEWARE,Insurance,C,APAC,9/29/2020,365.0,16299.5
0063a00000hCFstAAG,ANSIBLE,Insurance,C,APAC,9/29/2020,365.0,17666.125
0063a00000hCFstAAG,ANSIBLE,Insurance,C,APAC,9/29/2020,365.0,17666.125
0063a00000hCFstAAG,RHEL,Insurance,C,APAC,9/29/2020,365.0,6730.39175
0063a00000hCFstAAG,RHEL,Insurance,C,APAC,9/29/2020,365.0,6730.39175
0063a00000hCFstAAG,RHEL,Insurance,C,APAC,9/29/2020,365.0,4267.7335
0063a00000hCFstAAG,RHEL,Insurance,C,APAC,9/29/2020,365.0,4267.7335
0063a00000hCFstAAG,RHEL,Insurance,C,APAC,9/29/2020,365.0,6730.39175
0063a00000hCFstAAG,RHEL,Insurance,C,APAC,9/29/2020,365.0,6730.39175
0063a00000hCKdUAAW,RHEL,Financial Services,C,APAC,7/6/2020,365.0,6454.753999999999
0063a00000hCKdUAAW,RHEL,Financial Services,C,APAC,7/6/2020,365.0,6454.753999999999
0063a00000hCMjeAAG,TRAINING,Transportation,C,APAC,7/27/2020,365.0,23835.007175
0063a00000hCMjeAAG,TRAINING,Transportation,C,APAC,7/27/2020,365.0,23835.007175
0063a00000hCMjeAAG,TRAINING,Transportation,C,APAC,7/27/2020,365.0,23835.007175
0063a00000hCm3mAAC,RHEL,Transportation,C,APAC,9/21/2020,365.0,4057.27325
0063a00000hCm3mAAC,RHEL,Transportation,C,,9/21/2020,365.0,4057.27325
0063a00000hCm3mAAC,RHEL,Transportation,C,APAC,9/21/2020,365.0,4057.27325
0063a00000hCm3mAAC,RHEL,Transportation,C,APAC,9/21/2020,365.0,25904.77125
0063a00000hCm3mAAC,RHEL,Transportation,C,,9/21/2020,365.0,25904.77125
0063a00000hCm3mAAC,RHEL,Transportation,C,APAC,9/21/2020,365.0,25904.77125
0063a00000hCm3mAAC,MIDDLEWARE,Transportation,C,APAC,9/21/2020,365.0,31118.277425
0063a00000hCm3mAAC,MIDDLEWARE,Transportation,C,,9/21/2020,365.0,31118.277425
0063a00000hCm3mAAC,MIDDLEWARE,Transportation,C,APAC,9/21/2020,365.0,31118.277425
0063a00000hCmDQAA0,RHEL,Services,C,APAC,8/31/2020,365.0,6451.600249999999
0063a00000hCmDQAA0,RHEL,Services,C,APAC,8/31/2020,365.0,6451.600249999999
0063a00000hCorrAAC,RHEL,Construction,C,APAC,7/21/2020,365.0,6454.753999999999
0063a00000hCorrAAC,RHEL,Construction,C,APAC,7/21/2020,365.0,6454.753999999999
0063a00000hD2smAAC,CLOUD INFRASTRUCTURE,Manufacturing,C,APAC,8/24/2020,365.0,31679.708
0063a00000hD2smAAC,CLOUD INFRASTRUCTURE,Manufacturing,C,APAC,8/24/2020,365.0,31679.708
0063a00000hDPCaAAO,RHEL,Information Technology,C,APAC,8/7/2020,365.0,2587.8360000000002
0063a00000hDPCaAAO,RHEL,Information Technology,C,APAC,8/7/2020,365.0,2587.8360000000002
0063a00000hDVnNAAW,RHEL,Government,C,APAC,9/27/2020,365.0,30138.155000000013
0063a00000hDVnNAAW,RHEL,Government,C,APAC,9/27/2020,365.0,30138.155000000013
0063a00000hDVpqAAG,CONSULTING,Services,C,APAC,9/7/2020,,21270.545875000003
0063a00000hDVpqAAG,CONSULTING,Services,C,APAC,9/7/2020,,21270.545875000003
0063a00000hhwiYAAQ,OPENSHIFT,Financial Services,C,APAC,7/30/2020,365.0,14457.3736
0063a00000hhwiYAAQ,OPENSHIFT,Financial Services,C,APAC,7/30/2020,365.0,14457.3736
0063a00000hiVoyAAE,CONSULTING,Financial Services,C,APAC,9/28/2020,,115413.936075
0063a00000hiVoyAAE,CONSULTING,Financial Services,C,APAC,9/28/2020,,115413.936075
0063a00000gNHHwAAO,RHEL,Financial Services,C,APAC,7/22/2020,365.0,2587.8360000000002
0063a00000gNHHwAAO,RHEL,Financial Services,C,APAC,7/22/2020,365.0,2587.8360000000002
0063a00000gNHHwAAO,RHEL,Financial Services,C,APAC,7/22/2020,365.0,2160.73415
0063a00000gNHHwAAO,RHEL,Financial Services,C,APAC,7/22/2020,365.0,2160.73415
0063a00000gNRoXAAW,RHEL,Manufacturing,C,APAC,8/16/2020,365.0,8639.671999999999
0063a00000gNRoXAAW,RHEL,Manufacturing,C,APAC,8/16/2020,365.0,8639.671999999999
0063a00000gNS4MAAW,RHEL,Telecom,C,APAC,8/21/2020,365.0,1755.7506
0063a00000gNS4MAAW,RHEL,Telecom,C,APAC,8/21/2020,365.0,1755.7506
0063a00000gNZUwAAO,MIDDLEWARE,Financial Services,C,APAC,9/29/2020,365.0,22607.0
0063a00000gNZUwAAO,MIDDLEWARE,Financial Services,C,APAC,9/29/2020,365.0,22607.0
0063a00000gNZUwAAO,MIDDLEWARE,Financial Services,C,APAC,9/29/2020,365.0,22544.787025
0063a00000gNZUwAAO,MIDDLEWARE,Financial Services,C,APAC,9/29/2020,365.0,22544.787025
0063a00000gNZUwAAO,RHEL,Financial Services,C,APAC,9/29/2020,365.0,32673.77
0063a00000gNZUwAAO,RHEL,Financial Services,C,APAC,9/29/2020,365.0,32673.77
0063a00000gNZUwAAO,RHEL,Financial Services,C,APAC,9/29/2020,365.0,86750.49049999999
0063a00000gNZUwAAO,RHEL,Financial Services,C,APAC,9/29/2020,365.0,86750.49049999999
0063a00000gNZUwAAO,RHEL,Financial Services,C,APAC,9/29/2020,365.0,19564.261999999995
0063a00000gNZUwAAO,RHEL,Financial Services,C,APAC,9/29/2020,365.0,19564.261999999995
0063a00000gNZUwAAO,MIDDLEWARE,Financial Services,C,APAC,9/29/2020,365.0,119111.75
0063a00000gNZUwAAO,MIDDLEWARE,Financial Services,C,APAC,9/29/2020,365.0,119111.75
0063a00000gNZUwAAO,RHEL,Financial Services,C,APAC,9/29/2020,365.0,270283.60250000004
0063a00000gNZUwAAO,RHEL,Financial Services,C,APAC,9/29/2020,365.0,270283.60250000004
0063a00000gNZaiAAG,RHEL,Financial Services,C,APAC,8/31/2020,365.0,10551.47525
0063a00000gNZaiAAG,RHEL,Financial Services,C,APAC,8/31/2020,365.0,10551.47525
0063a00000gNZaiAAG,RHEL,Financial Services,C,APAC,8/31/2020,365.0,8635.466999999999
0063a00000gNZaiAAG,RHEL,Financial Services,C,APAC,8/31/2020,365.0,8635.466999999999
0063a00000gNZaiAAG,RHEL,Financial Services,C,APAC,8/31/2020,365.0,10819.33375
0063a00000gNZaiAAG,RHEL,Financial Services,C,APAC,8/31/2020,365.0,10819.33375
0063a00000gNZaiAAG,RHEL,Financial Services,C,APAC,8/31/2020,365.0,3450.49175
0063a00000gNZaiAAG,RHEL,Financial Services,C,APAC,8/31/2020,365.0,3450.49175
0063a00000gNZbUAAW,RHEL,Financial Services,C,APAC,7/29/2020,365.0,62379.677125
0063a00000gNZbUAAW,RHEL,Financial Services,C,APAC,7/29/2020,365.0,62379.677125
0063a00000gNZfvAAG,RHEL,Consulting,C,APAC,8/17/2020,365.0,2587.8360000000002
0063a00000gNZfvAAG,RHEL,Consulting,C,APAC,8/17/2020,365.0,2587.8360000000002
0063a00000gNZfzAAG,RHEL,Consulting,C,APAC,8/17/2020,365.0,8972.3716
0063a00000gNZfzAAG,RHEL,Consulting,C,APAC,8/17/2020,365.0,8972.3716
0063a00000gNZfzAAG,RHEL,Consulting,C,APAC,8/17/2020,365.0,11240.4645
0063a00000gNZfzAAG,RHEL,Consulting,C,APAC,8/17/2020,365.0,11240.4645
0063a00000gNa0QAAS,MIDDLEWARE,Information Technology,C,APAC,9/1/2020,365.0,21648.953825
0063a00000gNa0QAAS,MIDDLEWARE,Information Technology,C,APAC,9/1/2020,365.0,21648.953825
0063a00000gNa32AAC,RHEL,Insurance,C,APAC,7/21/2020,365.0,3270.097250000001
0063a00000gNa32AAC,RHEL,Insurance,C,APAC,7/21/2020,365.0,3270.097250000001
0063a00000gNa32AAC,RHEL,Insurance,C,APAC,7/21/2020,365.0,1096.28045
0063a00000gNa32AAC,RHEL,Insurance,C,APAC,7/21/2020,365.0,1096.28045
0063a00000gNa32AAC,RHEL,Insurance,C,APAC,7/21/2020,365.0,15451.5197
0063a00000gNa32AAC,RHEL,Insurance,C,APAC,7/21/2020,365.0,15451.5197
0063a00000gNfFBAA0,RHEL,Manufacturing,C,APAC,8/18/2020,365.0,17445.719924999998
0063a00000gNfFBAA0,RHEL,Manufacturing,C,APAC,8/18/2020,365.0,17445.719924999998
0063a00000gNfFIAA0,RHEL,Manufacturing,C,APAC,8/18/2020,365.0,963.8650000000004
0063a00000gNfFIAA0,RHEL,Manufacturing,C,APAC,8/18/2020,365.0,963.8650000000004
0063a00000hDZV5AAO,RHEL,Enterprise,C,EMEA,9/3/2020,365.0,31233.64160000001
0063a00000hDZV5AAO,RHEL,Enterprise,C,EMEA,9/3/2020,365.0,40267.49539999999
0063a00000hDZV5AAO,RHEL,Enterprise,C,EMEA,9/3/2020,365.0,23577.0935
0063a00000hDZV5AAO,RHEL,Enterprise,C,EMEA,9/3/2020,365.0,7625.804449999999
0063a00000hDZV5AAO,RHEL,Enterprise,C,EMEA,9/3/2020,365.0,109837.937875
0063a00000hDZV5AAO,RHEL,Enterprise,C,EMEA,9/3/2020,365.0,38697.6007
0063a00000hDZV5AAO,RHEL,Enterprise,C,EMEA,9/3/2020,365.0,7549.294475
0063a00000hDZV5AAO,RHEL,Enterprise,C,EMEA,9/3/2020,365.0,3626.618175
0063a00000hiGLKAA2,CONSULTING,Financial Services,C,EMEA,9/30/2020,,141818.75
0063a00000hiGLKAA2,CONSULTING,Financial Services,C,EMEA,9/30/2020,,47206.25
0063a00000hiGLKAA2,CONSULTING,Financial Services,C,EMEA,9/30/2020,,37745.0
0063a00000iEpuYAAS,RHEL,Media/Technology,C,EMEA,9/30/2020,30.0,19223.383675
0063a00000iEpuYAAS,RHEL,Media/Technology,C,EMEA,9/30/2020,30.0,425.814225
0063a00000iEpuYAAS,RHEL,Media/Technology,C,EMEA,9/30/2020,365.0,3166.822450000001
0063a00000iEpuYAAS,RHEL,Media/Technology,C,EMEA,9/30/2020,30.0,9.540249999999986
0063a00000iEpuYAAS,RHEL,Media/Technology,C,EMEA,9/30/2020,30.0,3648.79955
0063a00000iEpuYAAS,RHEL,Media/Technology,C,EMEA,9/30/2020,365.0,5148.323575
006f200001tqvfdAAA,RHEL,Telecom,P,APAC,2/14/2021,365.0,40257.908
006f200001yVHf0AAG,TRAINING,Financial Services,P,EMEA,3/26/2021,,70322.543675
006f200001yVHf0AAG,TRAINING,Financial Services,P,EMEA,3/26/2021,365.0,-91.190525
0063a00000gNVs2AAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,5499.314925000002
0063a00000gNVs2AAG,MIDDLEWARE,Financial Services,C,APAC,9/30/2020,365.0,20274.528550000006
0063a00000gNVs2AAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,5499.314925000002
0063a00000gNVs2AAG,RHEL,Financial Services,C,APAC,9/30/2020,365.0,5752.14055
0063a00000gNVs2AAG,MIDDLEWARE,Financial Services,C,APAC,9/30/2020,365.0,11105.9886
0063a00000gOu2NAAS,CONSULTING,Telecom,C,LATAM,9/30/2020,,367965.37405
0063a00000gOu2NAAS,CONSULTING,Telecom,C,,9/30/2020,,367965.37405
0063a00000gPGnvAAG,RHEL,,C,EMEA,9/30/2020,365.0,8077.926049999999
0063a00000h6Ai2AAE,MIDDLEWARE,Financial Services,C,APAC,9/30/2020,365.0,8454.546875
0063a00000h6Ai2AAE,MIDDLEWARE,Financial Services,C,APAC,9/30/2020,365.0,45524.1659
0063a00000iEd5TAAS,TRAINING,Services,C,EMEA,9/30/2020,,22412.68695
0063a00000iEd5TAAS,TRAINING,Services,C,EMEA,9/30/2020,365.0,4547.891625
0063a00000iEpepAAC,RHEL,Manufacturing,C,EMEA,9/30/2020,1095.0,30755.427975
0063a00000iEpu9AAC,RHEL,Media/Technology,C,EMEA,9/30/2020,365.0,3166.822450000001
0063a00000iEpu9AAC,RHEL,Media/Technology,C,EMEA,9/30/2020,30.0,425.814225
0063a00000iEpu9AAC,RHEL,Media/Technology,C,EMEA,9/30/2020,365.0,5148.323575
0063a00000iEpu9AAC,RHEL,Media/Technology,C,EMEA,9/30/2020,365.0,2782.1911
0063a00000iEpu9AAC,RHEL,Media/Technology,C,EMEA,9/30/2020,30.0,19223.383675
0063a00000iEpu9AAC,RHEL,Media/Technology,C,EMEA,9/30/2020,30.0,3648.79955
0063a00000iEpu9AAC,RHEL,Media/Technology,C,EMEA,9/30/2020,30.0,9.540249999999986
006f200001sznqDAAQ,RHEL,Financial Services,C,APAC,9/30/2020,365.0,1130.530175
0063a00000hCGUGAA4,RHEL,Manufacturing,P,APAC,6/29/2021,365.0,2587.8360000000002
0063a00000ia76UAAQ,TRAINING,Information Technology,P,APAC,8/31/2021,365.0,10412.5
0063a00000iaAtNAAU,RHEL,Information Technology,P,APAC,8/30/2021,365.0,1243.9180000000001
0063a00000hDsufAAC,RHEL,Financial Services,P,APAC,8/3/2021,365.0,3931.7540000000004
0063a00000hDswAAAS,RHEL,Financial Services,P,APAC,8/24/2021,365.0,1243.9180000000001
0063a00000hDtYmAAK,RHEL,Financial Services,P,APAC,8/23/2021,365.0,11995.262000000002
0063a00000hDvAlAAK,RHEL,Government,P,APAC,12/31/2021,365.0,3927.654125
0063a00000hDvAlAAK,RHEL,Government,P,APAC,12/31/2021,365.0,5272.4762
0063a00000hDvAlAAK,RHEL,Government,P,APAC,12/31/2021,365.0,2583.441775
0063a00000iEAuRAAW,RHEL,Oil and Gas,P,APAC,11/24/2021,365.0,2587.8360000000002
0063a00000iED2OAAW,RHEL,Financial Services,P,APAC,9/5/2021,365.0,1243.9180000000001
0063a00000iEDoUAAW,RHEL,Consulting,P,APAC,9/30/2021,365.0,12509.954000000002
0063a00000iEDoUAAW,RHEL,Consulting,P,APAC,9/30/2021,365.0,3810.65
0063a00000iEDoVAAW,RHEL,Consulting,P,APAC,9/30/2021,365.0,3810.65
0063a00000iEDoVAAW,RHEL,Consulting,P,APAC,9/30/2021,365.0,12509.954000000002
0063a00000iEDoYAAW,RHEL,Consulting,P,APAC,9/30/2021,365.0,12509.954000000002
0063a00000iEDoYAAW,RHEL,Consulting,P,APAC,9/30/2021,365.0,3810.65
0063a00000iEM3hAAG,RHEL,Government,P,APAC,9/22/2021,365.0,2587.8360000000002
0063a00000iEM3hAAG,RHEL,Government,P,APAC,9/22/2021,365.0,8306.636
0063a00000iEPAZAA4,RHEL,Financial Services,P,APAC,9/11/2021,365.0,2587.8360000000002
0063a00000iEQ7GAAW,RHEL,Financial Services,P,APAC,9/11/2021,365.0,3931.7540000000004
0063a00000iEU2TAAW,MIDDLEWARE,Financial Services,P,APAC,9/17/2021,365.0,40268.0
0063a00000iEU2TAAW,RHEL,Financial Services,P,APAC,9/17/2021,365.0,3255.589999999999
0063a00000iEU2TAAW,RHEL,Financial Services,P,APAC,9/17/2021,365.0,10824.59
0063a00000iEU3aAAG,RHEL,,P,APAC,9/16/2023,1095.0,1771.918825
0063a00000iEU6ZAAW,RHEL,,P,APAC,9/16/2023,1095.0,1771.918825
0063a00000iEckGAAS,CLOUD INFRASTRUCTURE,Telecom,P,EMEA,8/31/2023,1095.0,113802.9375
0063a00000iEckGAAS,CLOUD INFRASTRUCTURE,Telecom,P,APAC,8/31/2023,1095.0,113802.9375
0063a00000iEckGAAS,CLOUD INFRASTRUCTURE,Telecom,P,EMEA,8/31/2023,1095.0,5254.373675000002
0063a00000iEckGAAS,CLOUD INFRASTRUCTURE,Telecom,P,APAC,8/31/2023,1095.0,5254.373675000002
0063a00000iEckGAAS,CLOUD INFRASTRUCTURE,Telecom,P,EMEA,8/31/2023,1095.0,44916.6275
0063a00000iEckGAAS,CLOUD INFRASTRUCTURE,Telecom,P,APAC,8/31/2023,1095.0,44916.6275
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,18819.871875
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,16704.967125000006
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,18772.881
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,37711.633325
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,25070.499250000004
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,50321.60835
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,16690.94345
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,8285.842274999999
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,33480.898725
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,33536.699075
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,1574.2628000000007
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,37347.3752
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,37268.27915
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,12506.88435
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,37372.14265
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,37356.941575
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,37361.356825
0063a00000iEfnBAAS,MIDDLEWARE,Telecom,P,APAC,11/4/2022,365.0,12494.206275
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,10817.588675
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,8091.361025
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,738.371875
0063a00000iEfnBAAS,RHEL,Telecom,P,APAC,11/4/2022,365.0,23419.090625
0063a00000iEiccAAC,RHEL,Information Technology,P,APAC,9/28/2021,365.0,4269.835999999998
0063a00000iElkWAAS,RHEL,Financial Services,P,APAC,10/5/2021,365.0,1243.9180000000001
0063a00000iEovHAAS,RHEL,Financial Services,P,APAC,8/24/2021,365.0,3780.563225
0063a00000iZycWAAS,RHEL,Financial Services,P,APAC,8/30/2021,365.0,25098.4625
0063a00000ia4eOAAQ,RHEL,Other,P,APAC,8/27/2021,365.0,4269.835999999998
0063a00000hD1DGAA0,RHEL,Media and Entertainment,P,APAC,8/31/2021,365.0,28303.934
0063a00000hD1DGAA0,RHEL,Media and Entertainment,P,APAC,8/31/2021,365.0,7000.9835
0063a00000hD1DGAA0,RHEL,Media and Entertainment,P,APAC,8/31/2021,365.0,8914.2585
0063a00000hD2rLAAS,RHEL,Information Technology,P,APAC,6/9/2021,365.0,20916.590000000004
0063a00000hD4i4AAC,RHEL,Manufacturing,P,APAC,9/14/2021,365.0,2587.8360000000002
0063a00000hD52TAAS,RHEL,Financial Services,P,APAC,12/14/2023,1095.0,67662.418625
0063a00000hD52TAAS,RHEL,Financial Services,P,APAC,12/14/2023,1095.0,1613.49545
0063a00000hD52TAAS,ANSIBLE,Financial Services,P,APAC,12/14/2023,1095.0,13839.575
0063a00000hD8lhAAC,MIDDLEWARE,Financial Services,P,APAC,7/18/2021,365.0,25224.6125
0063a00000hD95DAAS,RHEL,Financial Services,P,APAC,7/18/2021,365.0,22913.2081
0063a00000hD95DAAS,RHEL,Financial Services,P,APAC,7/18/2021,365.0,8485.0962
0063a00000hDEeHAAW,RHEL,Manufacturing,P,APAC,8/3/2021,365.0,2084.918
0063a00000hDKevAAG,MIDDLEWARE,Insurance,P,APAC,8/17/2021,365.0,22102.4
0063a00000hDKg2AAG,RHEL,Financial Services,P,APAC,7/31/2021,365.0,10824.59
0063a00000hDQVlAAO,RHEL,Financial Services,P,APAC,9/5/2021,365.0,1193.521075
0063a00000hDQcSAAW,RHEL,Financial Services,P,APAC,8/6/2021,365.0,4269.835999999998
0063a00000hDQdHAAW,RHEL,Financial Services,P,APAC,7/16/2021,365.0,545.951075
0063a00000hDQdHAAW,MIDDLEWARE,Financial Services,P,APAC,7/16/2021,365.0,25802.8
0063a00000hDTbiAAG,RHEL,Manufacturing,P,APAC,8/6/2021,365.0,1243.9180000000001
0063a00000hDVfOAAW,MIDDLEWARE,Financial Services,P,APAC,7/31/2021,365.0,5239.2567
0063a00000hDVfOAAW,MIDDLEWARE,Financial Services,P,APAC,7/31/2021,365.0,10578.534425000002
0063a00000hDVfOAAW,MIDDLEWARE,Financial Services,P,APAC,7/31/2021,365.0,19315.4942
0063a00000hDVfOAAW,MIDDLEWARE,Financial Services,P,APAC,7/31/2021,365.0,3459.511475
0063a00000hDVopAAG,STORAGE,Services,P,APAC,7/31/2021,365.0,201740.0
0063a00000hDZ5LAAW,RHEL,Manufacturing,P,APAC,7/17/2021,365.0,2587.8360000000002
0063a00000hDZ5LAAW,RHEL,Manufacturing,P,APAC,7/17/2021,365.0,1242.236
0063a00000hDbCMAA0,RHEL,Financial Services,P,APAC,9/4/2023,1095.0,18620.596925
0063a00000hDiHJAA0,RHEL,Manufacturing,P,APAC,9/9/2021,365.0,1075.92825
0063a00000hDiHJAA0,RHEL,Manufacturing,P,APAC,9/9/2021,365.0,1075.92825
0063a00000hDiHJAA0,CLOUD INFRASTRUCTURE,Manufacturing,P,APAC,9/9/2021,365.0,5775.226000000002
0063a00000hDiHJAA0,CLOUD INFRASTRUCTURE,Manufacturing,P,APAC,9/9/2021,365.0,14588.065000000002
0063a00000hDiHJAA0,CLOUD INFRASTRUCTURE,Manufacturing,P,APAC,9/9/2021,365.0,5775.226000000002
0063a00000hDln4AAC,RHEL,Financial Services,P,APAC,8/26/2021,365.0,2084.918
0063a00000hDln4AAC,RHEL,Financial Services,P,APAC,8/26/2021,365.0,571.1179999999998
0063a00000hDq50AAC,RHEL,Manufacturing,P,APAC,4/30/2022,365.0,15877.212874999996
0063a00000hDq50AAC,RHEL,Manufacturing,P,APAC,4/30/2022,365.0,9727.400375
0063a00000hDq51AAC,RHEL,Manufacturing,P,APAC,1/17/2022,365.0,2083.86675
0063a00000hDq51AAC,RHEL,Manufacturing,P,APAC,1/17/2022,365.0,3175.8001249999993
0063a00000hDq51AAC,RHEL,Manufacturing,P,APAC,1/17/2022,365.0,9209.092075
0063a00000hDq51AAC,RHEL,Manufacturing,P,APAC,1/17/2022,365.0,14082.518875
0063a00000hDq51AAC,RHEL,Manufacturing,P,APAC,1/17/2022,365.0,8623.503775
0063a00000hDq52AAC,RHEL,Manufacturing,P,APAC,11/13/2021,365.0,8776.229375
0063a00000hDsueAAC,RHEL,Financial Services,P,APAC,10/10/2021,365.0,2587.8360000000002
0063a00000hCMpWAAW,RHEL,Financial Services,P,APAC,6/30/2021,365.0,1243.9180000000001
0063a00000hCNhrAAG,RHEL,Telecom,P,APAC,6/30/2021,365.0,1243.9180000000001
0063a00000hCSbBAAW,RHEL,Financial Services,P,APAC,6/23/2021,365.0,5074.0843
0063a00000hCSbrAAG,RHEL,Financial Services,P,APAC,6/23/2021,365.0,7661.1264500000025
0063a00000hCSbrAAG,MIDDLEWARE,Financial Services,P,APAC,6/23/2021,365.0,12851.4
0063a00000hCSyFAAW,RHEL,Services,P,APAC,7/4/2021,365.0,2587.8360000000002
0063a00000hCWhvAAG,RHEL,Telecom,P,APAC,5/30/2021,365.0,571.1179999999998
0063a00000hCWhxAAG,RHEL,Telecom,P,APAC,6/23/2021,365.0,2587.8360000000002
0063a00000hCdohAAC,TRAINING,,P,APAC,7/19/2021,365.0,3095.8
0063a00000hCg1AAAS,RHEL,Services,P,APAC,6/30/2021,365.0,25098.4625
0063a00000hClFYAA0,RHEL,Financial Services,P,APAC,7/16/2021,365.0,7963.507999999999
0063a00000hClJ6AAK,RHEL,Financial Services,P,APAC,7/31/2021,365.0,11995.262000000002
0063a00000hCtPIAA0,RHEL,Telecom,P,APAC,7/29/2021,365.0,5275.672000000001
0063a00000hCyhQAAS,RHEL,Media and Entertainment,P,APAC,8/31/2021,365.0,7000.9835
0063a00000hCyhQAAS,RHEL,Media and Entertainment,P,APAC,8/31/2021,365.0,28303.934
0063a00000hCyhQAAS,RHEL,Media and Entertainment,P,APAC,8/31/2021,365.0,8914.2585
0063a00000hDTrWAAW,RHEL,Education,C,EMEA,7/30/2020,1825.0,1716.3077
0063a00000iErlNAAS,RHEL,Financial Services,P,APAC,9/8/2021,365.0,10563.039000000002
006f200001x2rvdAAA,ANSIBLE,Government,B,,2/17/2021,365.0,62975.0
006f200001x2rvdAAA,RHEL,Government,B,,2/17/2021,365.0,83894.875
006f200001x2rvdAAA,OPENSHIFT,Government,B,,2/17/2021,365.0,67180.0
006f200001yLNPEAA4,RHEL,Government,B,,3/13/2021,365.0,211106.6375
0063a00000gNtzzAAC,RHEL,Financial Services,C,APAC,9/30/2020,365.0,21225.6575
0063a00000gOZiBAAW,MIDDLEWARE,Information Technology,C,APAC,9/30/2020,365.0,37111.748025
0063a00000gOZiBAAW,RHEL,Information Technology,C,APAC,9/30/2020,365.0,12300.818324999998
0063a00000h8cE7AAI,ANSIBLE,Financial Services,C,EMEA,9/30/2020,1095.0,31416.3909
0063a00000h8cE7AAI,ANSIBLE,Financial Services,C,EMEA,9/30/2020,1095.0,65059.6708
0063a00000h8cE7AAI,RHEL,Financial Services,C,EMEA,9/30/2020,1095.0,18661.385425
0063a00000h8cE7AAI,RHEL,Financial Services,C,EMEA,9/30/2020,1095.0,38688.89635
0063a00000hBur4AAC,RHEL,Financial Services,C,EMEA,9/30/2020,1095.0,18183.192825
0063a00000hCQ0OAAW,CLOUD INFRASTRUCTURE,Government,C,APAC,9/30/2020,1095.0,55216.06015
0063a00000iEVOdAAO,MIDDLEWARE,Telecom,C,EMEA,9/30/2020,365.0,17928.1806
0063a00000iEVOdAAO,MIDDLEWARE,Telecom,C,EMEA,9/30/2020,365.0,17928.1806
0063a00000iErlIAAS,MIDDLEWARE,Financial Services,P,APAC,8/31/2021,365.0,20274.528550000006
0063a00000iErlIAAS,RHEL,Financial Services,P,APAC,8/31/2021,365.0,5499.314925000002
0063a00000iErlIAAS,MIDDLEWARE,Financial Services,P,APAC,8/31/2021,365.0,11105.9886
0063a00000iErlIAAS,RHEL,Financial Services,P,APAC,8/31/2021,365.0,5752.14055
0063a00000iErlIAAS,RHEL,Financial Services,P,APAC,8/31/2021,365.0,5499.314925000002
0063a00000iErlJAAS,RHEL,Financial Services,P,APAC,7/6/2021,365.0,1130.530175
0063a00000iErlKAAS,MIDDLEWARE,Financial Services,P,APAC,9/30/2021,365.0,9843.984
0063a00000iErlKAAS,MIDDLEWARE,Financial Services,P,APAC,9/30/2021,365.0,52934.46920000001
006f200001zpkihAAA,MIDDLEWARE,,C,EMEA,7/22/2020,365.0,5533.795925
0063a00000gNa4mAAC,OPENSHIFT,Media/Technology,C,EMEA,8/20/2020,365.0,18113.389825
0063a00000hCEXhAAO,RHEL,Government,C,EMEA,9/30/2020,1095.0,3475.658675
0063a00000hDtElAAK,RHEL,Manufacturing,C,EMEA,9/30/2020,365.0,2596.267025
0063a00000hDtElAAK,RHEL,Manufacturing,C,EMEA,9/30/2020,365.0,5479.5304000000015
0063a00000hDtElAAK,RHEL,Manufacturing,C,EMEA,9/30/2020,365.0,2718.5274
0063a00000hj386AAA,STORAGE,Government,B,,12/10/2020,365.0,26663.984000000004
0063a00000hkNf7AAE,RHEL,Services,C,EMEA,9/30/2020,180.0,576474.020475
